編號,寶可夢,屬性1,屬性2,最高CP,攻擊,防禦,耐力,代,圖片連結,詳情頁
778,謎擬Q,Ghost,Fairy,2516,177,199,146,7,http://db.pokemonhubs.com/zh/imgs/1148596574621fb550c6193.png,http://db.pokemonhubs.com/zh/detail.php?p_id=809
779,磨牙彩皮魚,Water,Psychic,2701,208,145,169,7,http://db.pokemonhubs.com/zh/imgs/2045614680621fb5e7b635f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=810
780,老翁龍,Normal,Dragon,3294,231,164,186,7,http://db.pokemonhubs.com/zh/imgs/597105410621fb6bc368ac.png,http://db.pokemonhubs.com/zh/detail.php?p_id=811
781,破破舵輪,Ghost,Grass,3335,233,179,172,7,http://db.pokemonhubs.com/zh/imgs/816111816621fb7633d6a4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=812
782,心鱗寶,Dragon,,1095,102,108,128,7,http://db.pokemonhubs.com/zh/imgs/140214612462203a53864ce.png,http://db.pokemonhubs.com/zh/detail.php?p_id=813
783,鱗甲龍,Dragon,Fighting,1907,145,162,146,7,http://db.pokemonhubs.com/zh/imgs/922352477622099900f3d2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=814
784,杖尾鱗甲龍,Dragon,Fighting,3741,222,240,181,7,http://db.pokemonhubs.com/zh/imgs/94749767862209ab7a68f5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=815
785,卡璞・鳴鳴,Electric,Fairy,3582,250,181,172,7,http://db.pokemonhubs.com/zh/imgs/33863943862209bac0547d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=816
786,卡璞・蝶蝶,Psychic,Fairy,3950,259,208,172,7,http://db.pokemonhubs.com/zh/imgs/206806322062209c60cde93.png,http://db.pokemonhubs.com/zh/detail.php?p_id=817
787,卡璞・哞哞,Grass,Fairy,3865,249,215,172,7,http://db.pokemonhubs.com/zh/imgs/49767035062209d23e8903.png,http://db.pokemonhubs.com/zh/detail.php?p_id=818
788,卡璞・鰭鰭,Water,Fairy,3230,189,254,172,7,http://db.pokemonhubs.com/zh/imgs/206119360062209df82964b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=819
789,科斯莫古,Psychic,,489,54,57,125,7,http://db.pokemonhubs.com/zh/imgs/175881216062209e8e0af2c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=820
790,科斯莫姆,Psychic,,924,54,242,125,7,http://db.pokemonhubs.com/zh/imgs/24112392162209eee20539.png,http://db.pokemonhubs.com/zh/detail.php?p_id=821
791,索爾迦雷歐,Psychic,Steel,4570,255,191,264,7,http://db.pokemonhubs.com/zh/imgs/15937697462209f91673df.png,http://db.pokemonhubs.com/zh/detail.php?p_id=822
792,露奈雅拉,Psychic,Ghost,4570,255,191,264,7,http://db.pokemonhubs.com/zh/imgs/3619643926220a18fcab05.png,http://db.pokemonhubs.com/zh/detail.php?p_id=823
793,虛吾伊德,Rock,Poison,4465,249,210,240,7,http://db.pokemonhubs.com/zh/imgs/15512874926220a24d1518c.png,http://db.pokemonhubs.com/zh/detail.php?p_id=824
794,爆肌蚊,Bug,Fighting,3912,236,196,216,7,http://db.pokemonhubs.com/zh/imgs/1489111276220a4fa6d3ad.png,http://db.pokemonhubs.com/zh/detail.php?p_id=825
795,費洛美螂,Bug,Fighting,3213,316,85,174,7,http://db.pokemonhubs.com/zh/imgs/8935201516220a57b11d45.png,http://db.pokemonhubs.com/zh/detail.php?p_id=826
796,電束木,Electric,,4451,330,144,195,7,http://db.pokemonhubs.com/zh/imgs/12257174026220a5e47bd9f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=827
797,鐵火輝夜,Steel,Flying,3507,207,199,219,7,http://db.pokemonhubs.com/zh/imgs/8059933926220a694b4c93.png,http://db.pokemonhubs.com/zh/detail.php?p_id=828
798,紙御劍,Grass,Steel,4156,323,182,139,7,http://db.pokemonhubs.com/zh/imgs/15180286526220a73a0fdb3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=829
799,惡食大王,Dark,Ghost,3264,188,99,440,7,http://db.pokemonhubs.com/zh/imgs/19004819106220a7b3a0ae9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=830
800,奈克洛茲瑪,Psychic,,4163,251,195,219,7,http://db.pokemonhubs.com/zh/imgs/7972593506220a834e50f5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=831
801,瑪機雅娜,Steel,Fairy,4087,246,225,190,7,http://db.pokemonhubs.com/zh/imgs/516814016220a8deae851.png,http://db.pokemonhubs.com/zh/detail.php?p_id=832
802,瑪夏多,Fighting,Ghost,4217,265,190,207,7,http://db.pokemonhubs.com/zh/imgs/18418236076220a95b766e2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=833
803,毒貝比,Poison,,1854,145,133,167,7,http://db.pokemonhubs.com/zh/imgs/10216653086220abb4a9f4b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=834
804,四顎針龍,Poison,Dragon,3587,263,159,177,7,http://db.pokemonhubs.com/zh/imgs/1973271986220ac506d6e0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=835
805,壘磊石,Rock,Steel,3724,213,298,156,7,http://db.pokemonhubs.com/zh/imgs/9305577826220ad0b9c178.png,http://db.pokemonhubs.com/zh/detail.php?p_id=836
806,砰頭小丑,Fire,Ghost,3727,315,148,142,7,http://db.pokemonhubs.com/zh/imgs/1848154416220addb84e97.png,http://db.pokemonhubs.com/zh/detail.php?p_id=837
807,捷拉奧拉,Electric,,3865,252,177,204,7,http://db.pokemonhubs.com/zh/imgs/20155268186220ae819f529.png,http://db.pokemonhubs.com/zh/detail.php?p_id=839
808,美錄坦,Steel,,1207,118,99,130,7,http://db.pokemonhubs.com/zh/imgs/15008842096084e897d9ea5.png,http://db.pokemonhubs.com/zh/detail.php?p_id=733
809,美錄梅塔,Steel,,4069,226,190,264,7,http://db.pokemonhubs.com/zh/imgs/7990345396084e997d9ca4.png,http://db.pokemonhubs.com/zh/detail.php?p_id=734
810,敲音猴,Grass,,1227,122,91,137,8,http://db.pokemonhubs.com/zh/imgs/18224243256119fad1ed928.png,http://db.pokemonhubs.com/zh/detail.php?p_id=735
811,啪咚猴,Grass,,2121,165,134,172,8,http://db.pokemonhubs.com/zh/imgs/11429218606119fd65d71d3.png,http://db.pokemonhubs.com/zh/detail.php?p_id=736
812,轟擂金剛猩,Grass,,3758,239,168,225,8,http://db.pokemonhubs.com/zh/imgs/3619262196119ff4da9a60.png,http://db.pokemonhubs.com/zh/detail.php?p_id=737
813,炎兔兒,Fire,,1240,132,79,137,8,http://db.pokemonhubs.com/zh/imgs/197589201611a2237d6005.png,http://db.pokemonhubs.com/zh/detail.php?p_id=738
814,騰蹴小將,Fire,,2062,170,125,163,8,http://db.pokemonhubs.com/zh/imgs/249885824611a24d2b117b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=739
815,閃焰王牌,Fire,,3412,238,163,190,8,http://db.pokemonhubs.com/zh/imgs/1910020129611a261c0439f.png,http://db.pokemonhubs.com/zh/detail.php?p_id=740
816,淚眼蜥,Water,,1240,132,79,137,8,http://db.pokemonhubs.com/zh/imgs/1746679953611a284811590.png,http://db.pokemonhubs.com/zh/detail.php?p_id=741
817,變澀蜥,Water,,2142,186,113,163,8,http://db.pokemonhubs.com/zh/imgs/533159353611a28f1a43bf.png,http://db.pokemonhubs.com/zh/detail.php?p_id=742
818,千面避役,Water,,3351,262,142,172,8,http://db.pokemonhubs.com/zh/imgs/628315943611a297dc0491.png,http://db.pokemonhubs.com/zh/detail.php?p_id=743
819,貪心栗鼠,Normal,,1067,95,86,172,8,http://db.pokemonhubs.com/zh/imgs/1735259187611a3224e71ef.png,http://db.pokemonhubs.com/zh/detail.php?p_id=745
820,藏飽栗鼠,Normal,,2679,160,156,260,8,http://db.pokemonhubs.com/zh/imgs/1935481371611a32b5dea62.png,http://db.pokemonhubs.com/zh/detail.php?p_id=746
831,毛辮羊,Normal,,798,76,97,123,8,http://db.pokemonhubs.com/zh/imgs/1100521802611e25adb4674.png,http://db.pokemonhubs.com/zh/detail.php?p_id=747
832,毛毛角羊,Normal,,2478,159,198,176,8,http://db.pokemonhubs.com/zh/imgs/1842416855611e288a282e0.png,http://db.pokemonhubs.com/zh/detail.php?p_id=748
862,堵攔熊,Dark,Normal,2999,180,194,212,8,http://db.pokemonhubs.com/zh/imgs/1602524869607da12915a6b.png,http://db.pokemonhubs.com/zh/detail.php?p_id=731
863,喵頭目,Steel,,2697,195,162,172,8,http://db.pokemonhubs.com/zh/imgs/902325336607daeaa897e9.png,http://db.pokemonhubs.com/zh/detail.php?p_id=732
865,蔥遊兵,Fighting,,3375,248,176,158,8,http://db.pokemonhubs.com/zh/imgs/816101054607d9ecce8e17.png,http://db.pokemonhubs.com/zh/detail.php?p_id=730
870,列陣兵,Fighting,,2665,193,170,163,8,http://db.pokemonhubs.com/zh/imgs/98941864611e2b1747c9d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=749
888,蒼響,Fairy,Steel,4329,254,236,192,8,http://db.pokemonhubs.com/zh/imgs/1139013225611e2cd2dc1fe.png,http://db.pokemonhubs.com/zh/detail.php?p_id=750
889,藏瑪然特,Fighting,Steel,4329,254,236,192,8,http://db.pokemonhubs.com/zh/imgs/1171427860611e30818ca5d.png,http://db.pokemonhubs.com/zh/detail.php?p_id=751
893,薩戮德,Dark,Grass,4334,242,215,233,8,http://db.pokemonhubs.com/zh/imgs/1410693000614b5d3ac19f2.png,http://db.pokemonhubs.com/zh/detail.php?p_id=752
